name,homepage,category,factual
https://www.nationalmemo.com/,The National Memo,left,MOSTLY FACTUAL
https://www.thenewcivilrightsmovement.com/,The New Civil Rights Movement,left,MIXED
https://theoutline.com/,The Outline,left,HIGH
https://www.palestinechronicle.com,The Palestine Chronicle,left,HIGH
https://progressive.org/,The Progressive,left,HIGH
https://progressivefrontier.com,The Progressive Frontier,left,MIXED
http://www.samefacts.com/,The Reality-Based Community,left,HIGH
https://www.theroot.com/,The Root,left,HIGH
http://thelasource.com/en/,The Source Newspaper (La Source),left,HIGH
https://thesternfacts.com/,The Stern Facts,left,MIXED
https://www.texasobserver.org,The Texas Observer,left,HIGH
http://www.villagevoice.com/,The Village Voice,left,HIGH
https://thewalrus.ca/,The Walrus,left,HIGH
https://theweek.com/,The Week (USA),left,HIGH
https://worldcantwait.net/,The World Can’t Wait,left,HIGH
https://thegrio.com/,TheGrio,left,MOSTLY FACTUAL
https://www.them.us/,Them.us,left,HIGH
http://theoswatch.com,TheosWatch.com,left,MIXED
https://thinkprogress.org/,Think Progress,left,MIXED
https://this.org/,This Magazine,left,MOSTLY FACTUAL
http://www.towleroad.com/,Towleroad,left,MIXED
https://www.treehugger.com/,TreeHugger,left,HIGH
http://www.tribunemagazine.org/,Tribune Magazine UK,left,HIGH
https://truthagainstthemachine.com,Truth Against the Machine,left,HIGH
https://www.truthdig.com/,Truthdig,left,HIGH
https://truthout.org/,Truth Out,left,MIXED
https://uproxx.com/,Uproxx,left,MIXED
https://www.upworthy.com/,Upworthy,left,HIGH
https://www.vanityfair.com,Vanity Fair,left,MOSTLY FACTUAL
http://verifiedpolitics.com,Verified Politics,left,MIXED
http://www.vermontindependent.org/,Vermont Independent,left,MIXED
https://verrit.com,Verrit,left,HIGH
http://viraltitle.com,Viral Title,left,MIXED
http://vote.us.org/,Vote,left,MIXED
https://www.vox.com/,Vox,left,MOSTLY FACTUAL
http://wallstreetonparade.com/,Wall Street on Parade,left,HIGH
https://washingtonbabylon.com/,Washington Babylon,left,HIGH
http://www.washingtondailywire.com,Washington Daily Wire,left,MIXED
https://washingtonmonthly.com,Washington Monthly,left,HIGH
https://washingtonpress.com/,Washington Press,left,MIXED
http://washingtonsources.org,Washington Sources,left,MIXED
https://www.washingtonian.com,Washingtonian,left,HIGH
https://wearyourvoicemag.com,Wear Your Voice,left,HIGH
http://www.wehuntedthemammoth.com/,We Hunted the Mammoth,left,HIGH
http://whatmattersnews.com/,What Matters News,left,HIGH
https://whitehousewatch.com,White House Watch,left,MIXED
https://whowhatwhy.org/,Who.What.Why,left,MIXED
https://www.wonkette.com,Wonkette,left,MIXED
http://www.workers.org/,Workers World,left,MIXED
https://www.yesmagazine.org,Yes Magazine,left,HIGH
https://tytnetwork.com/,The Young Turks,left,MOSTLY FACTUAL
http://yourblackworld.net,Your Black World,left,MIXED
https://zcomm.org/zmag/,Z Magazine,left,HIGH
https://972mag.com/,+972 Magazine,leftcenter,HIGH
https://abcnews.go.com,ABC News,leftcenter,HIGH
https://www.abc.net.au,ABC News Australia,leftcenter,HIGH
https://abc11.com/,ABC11 Eyewitness News,leftcenter,HIGH
https://abovethelaw.com/,Above the Law,leftcenter,HIGH
https://www.aclu.org/,American Civil Liberties Union (ACLU),leftcenter,MIXED
https://aeon.co/,Aeon,leftcenter,HIGH
http://affinitymagazine.us/,Affinity Magazine,leftcenter,MIXED
https://africanarguments.org/,African Arguments,leftcenter,HIGH
https://ahvalnews.com/,Ahval News,leftcenter,MIXED
https://www.beaconjournal.com/,Akron Beacon Journal,leftcenter,HIGH
https://www.aljazeera.com/,Al Jazeera,leftcenter,MIXED
https://www.al-monitor.com/,Al Monitor,leftcenter,HIGH
http://www.alhayat.com/,Al-Hayat,leftcenter,HIGH
https://www.almasdarnews.com,Al-Masdar News (AMN),leftcenter,MIXED
https://al-sura.com,Al-Sura,leftcenter,MIXED
https://www.guttmacher.org/,Alan Guttmacher Institute,leftcenter,HIGH
http://www.adn.com/,Alaska Dispatch News,leftcenter,HIGH
https://www.timesunion.com/,Albany Times-Union,leftcenter,HIGH
https://albertaviews.ca,Alberta Views,leftcenter,HIGH
http://www.allgov.com,AllGov,leftcenter,HIGH
https://alliedprogress.org,Allied Progress,leftcenter,HIGH
http://www.amny.com/,AM New York,leftcenter,HIGH
https://www.americamagazine.org/,America Magazine,leftcenter,HIGH
https://www.americanimmigrationcouncil.org,American Immigration Council,leftcenter,HIGH
https://www.amnesty.org/en/,Amnesty International,leftcenter,HIGH
https://www.annistonstar.com,Anniston Star,leftcenter,HIGH
http://www.anthropocenemagazine.org/,Anthropocene Magazine,leftcenter,HIGH
https://www.adl.org,Anti-Defamation League (ADL),leftcenter,HIGH
https://www.aol.com/,AOL,leftcenter,HIGH
https://www.apmreports.org/,APM Reports,leftcenter,HIGH
http://aranews.net/,Ara News,leftcenter,HIGH
https://areomagazine.com,Areo Magazine,leftcenter,HIGH
http://tucson.com/,Arizona Daily Star,leftcenter,HIGH
http://azdailysun.com,Arizona Daily Sun,leftcenter,HIGH
https://www.azcentral.com,Arizona Republic,leftcenter,HIGH
https://www.arktimes.com,Arkansas Times,leftcenter,HIGH
https://www.armscontrol.org,Arms Control Association,leftcenter,HIGH
https://www.citizen-times.com/,Asheville Citizen-Times,leftcenter,HIGH
https://www.asiasentinel.com/,Asia Sentinel,leftcenter,MIXED
https://asiancorrespondent.com/,Asian Correspondent,leftcenter,HIGH
https://magazine.atavist.com/,Atavist Magazine,leftcenter,NA
https://atlantablackstar.com/,Atlanta Black Star,leftcenter,HIGH
https://www.ajc.com/,Atlanta Journal-Constitution,leftcenter,HIGH
https://www.theatlantic.com/,The Atlantic,leftcenter,HIGH
https://www.atlanticmedia.com/,Atlantic Media,leftcenter,HIGH
https://www.attn.com/,ATTN:,leftcenter,HIGH
https://www.statesman.com/,Austin American-Statesman,leftcenter,HIGH
https://www.austindailyherald.com/,Austin Daily Herald (Minnesota),leftcenter,HIGH
https://www.avclub.com/,AV Club,leftcenter,HIGH
https://www.axios.com/,Axios,leftcenter,HIGH
https://backchannel.com/,BackChannel,leftcenter,VERY HIGH
https://balkaninsight.com/,Balkan Insight,leftcenter,HIGH
https://www.baltimoresun.com/,Baltimore Sun,leftcenter,HIGH
https://bangordailynews.com/,Bangor Daily News,leftcenter,HIGH
https://baptistnews.com/,Baptist News Global,leftcenter,HIGH
https://www.battlecreekenquirer.com,Battle Creek Enquirer,leftcenter,HIGH
https://www.bbc.com/news,BBC,leftcenter,HIGH
http://www.bjreview.com/,Beijing Review,leftcenter,HIGH
https://www.bellinghamherald.com/,Bellingham Herald,leftcenter,HIGH
https://www.berkeleyside.com/,Berkeleyside,leftcenter,HIGH
https://www.berkshireeagle.com/,Berkshire Eagle,leftcenter,HIGH
https://billmoyers.com/,BillMoyers.com,leftcenter,HIGH
https://www.bing.com/news,Bing News,leftcenter,HIGH
https://www.birminghammail.co.uk,Birmingham Mail,leftcenter,MOSTLY FACTUAL
https://www.bloomberg.com/,Bloomberg News,leftcenter,MOSTLY FACTUAL
http://www.bluestemprairie.com/,Bluestem Prairie,leftcenter,HIGH
https://www.boston.com/,Boston.com,leftcenter,HIGH
https://www.bostonglobe.com/,Boston Globe,leftcenter,HIGH
http://bgr.com/,Boy Genius Report (BGR),leftcenter,HIGH
https://www.bramptonguardian.com,Brampton Guardian,leftcenter,HIGH
https://www.brennancenter.org/,Brennan Center for Justice,leftcenter,HIGH
https://www.brookings.edu/,Brookings Institution,leftcenter,VERY HIGH
http://www.buffalonews.com/,Buffalo News,leftcenter,HIGH
http://www.businessinsider.com/,Business Insider,leftcenter,HIGH
https://www.bustle.com/,Bustle Magazine,leftcenter,MOSTLY FACTUAL
https://www.buzzfeed.com/news,Buzzfeed,leftcenter,MIXED
https://calwatchdog.com,CalWatchdog.com,leftcenter,HIGH
http://www.canadalandshow.com,Canadaland,leftcenter,HIGH
https://www.capitalgazette.com/,Capital Gazette,leftcenter,HIGH
https://www.caribbeanlifenews.com/,Caribbean Life News,leftcenter,HIGH
https://carnegieendowment.org/,Carnegie Endowment for International Peace (CEIP),leftcenter,HIGH
http://carolinapublicpress.org/,Carolina Public Press,leftcenter,HIGH
http://www.catchnews.com,Catch News,leftcenter,MOSTLY FACTUAL
https://www.cbc.ca/news,CBC News (Canadian Broadcasting),leftcenter,HIGH
https://boston.cbslocal.com/,CBS Boston – WBZ-TV,leftcenter,HIGH
https://www.cbsnews.com,CBS News,leftcenter,HIGH
https://america.cgtn.com/,CCTV America,leftcenter,MIXED
http://c4ads.org/,Center for Advanced Defense Studies,leftcenter,HIGH
https://www.cgdev.org/,Center for Global Development,leftcenter,HIGH
https://centerforinquiry.org,Center for Inquiry,leftcenter,HIGH
https://www.internationalpolicy.org/,Center for International Policy,leftcenter,HIGH
https://www.cnas.org/,Center for a New American Security,leftcenter,HIGH
http://populardemocracy.org/,Center for Popular Democracy,leftcenter,HIGH
https://www.publicintegrity.org/,Center for Public Integrity,leftcenter,HIGH
http://www.cbpp.org/,The Center on Budget and Policy Priorities,leftcenter,HIGH
http://focustaiwan.tw/,Central News Agency (CNA) / Focus Taiwan,leftcenter,HIGH
https://www.channel4.com/news/,Channel 4 News (UK),leftcenter,HIGH
http://www.wvgazettemail.com/,Charleston Gazette-Mail,leftcenter,HIGH
https://www.charlotteobserver.com,Charlotte Observer,leftcenter,HIGH
https://cheddar.com,Cheddar,leftcenter,HIGH
http://chicagoreporter.com/,The Chicago Reporter,leftcenter,HIGH
https://chicago.suntimes.com/,Chicago Sun-Times,leftcenter,HIGH
https://america.cgtn.com/,China Global Television Network (CGTN),leftcenter,MIXED
https://citizentruth.org,Citizen Truth,leftcenter,HIGH
http://www.legitgov.org/,Citizens for Legitimate Government (CLG News),leftcenter,MIXED
https://www.citizensforethics.org,Citizens for Responsibility and Ethics in Washington (CREW),leftcenter,HIGH
http://ctj.org/,Citizens for Tax Justice,leftcenter,HIGH
https://www.citylab.com/,CityLab,leftcenter,HIGH
http://www.citypages.com/,City Pages,leftcenter,HIGH
https://cleantechnica.com/,Clean Technica,leftcenter,VERY HIGH
https://www.cnbc.com/,CNBC,leftcenter,HIGH
https://www.cjr.org/,Columbia Journalism Review,leftcenter,HIGH
https://colombiareports.com,Colombia Reports,leftcenter,MIXED
https://investigaterussia.org,Committee to Investigate Russia,leftcenter,HIGH
http://www.commoncause.org,Common Cause,leftcenter,HIGH
https://www.commonwealmagazine.org,Commonweal Magazine,leftcenter,HIGH
https://www.commonwealthfund.org/,Commonwealth Fund,leftcenter,HIGH
https://www.ctpost.com,Connecticut Post,leftcenter,HIGH
https://consortiumnews.com/,Consortium News,leftcenter,MOSTLY FACTUAL
https://constitutionproject.org/,Constitution Project,leftcenter,MOSTLY FACTUAL
https://www.caller.com,Corpus Christi Caller-Times,leftcenter,HIGH
http://www.councilforthenationalinterest.org/,Council for the National Interest,leftcenter,HIGH
http://credoaction.com/,Credo Action,leftcenter,HIGH
http://crosscut.com/,Crosscut.com,leftcenter,HIGH
https://ctmirror.org/,CT Mirror,leftcenter,HIGH
https://www.gazettenet.com,Daily Hampshire Gazette,leftcenter,HIGH
https://www.mirror.co.uk,Daily Mirror,leftcenter,MIXED
https://www.dawn.com/,Dawn,leftcenter,HIGH
https://www.dcreport.org/,DCReport.org,leftcenter,HIGH
https://deadline.com/,Deadline Hollywood,leftcenter,HIGH
http://www.deccanherald.com/,Deccan Herald,leftcenter,MIXED
https://debunkingdenialism.com,Debunking Denialism,leftcenter,NA
http://www.delawareonline.com/,Delaware Online – The News Journal,leftcenter,HIGH
http://www.democracy21.org/,Democracy 21,leftcenter,HIGH
https://www.democratandchronicle.com/,Democrat and Chronicle,leftcenter,HIGH
http://www.demos.org,Demos,leftcenter,HIGH
https://www.denverpost.com/,Denver Post,leftcenter,HIGH
https://www.westword.com/,Denver Westword,leftcenter,HIGH
https://www.freep.com/,Detroit Free Press,leftcenter,HIGH
http://www.zeit.de/english/index,Die Zeit,leftcenter,HIGH
http://digg.com/,Digg,leftcenter,HIGH
https://diply.com/,Diply,leftcenter,MIXED
http://www.diversityinc.com,DiversityInc,leftcenter,HIGH
http://www.dutchdailynews.com/,Dutch Daily News,leftcenter,HIGH
https://dutchreview.com/,Dutch Review,leftcenter,MIXED
http://www.dw.com/en/top-stories/s-9097,DW News,leftcenter,HIGH
http://earth.columbia.edu/sections/view/9,Earth Institute,leftcenter,HIGH
https://earthjustice.org,EarthJustice,leftcenter,HIGH
https://www.eastbaytimes.com/,East Bay Times,leftcenter,HIGH
https://econofact.org/,Econofact,leftcenter,HIGH
https://www.epi.org,Economic Policy Institute,leftcenter,HIGH
https://www.economicshelp.org,Economics.Help,leftcenter,HIGH
https://egyptianstreets.com/,Egyptian Streets,leftcenter,MIXED
http://elpais.com/elpais/inenglish.html,El Pais,leftcenter,HIGH
